AvgAnnualTemperature,CO2Concentration,GlacierArea,SolarRadiation,GlacierSlope,Elevation,WindSpeed,Region,GlacierType,MeltRate
-2.8114376462048636,408.06173861227194,9.761004527558693,223.71702981442309,44.196577311295215,3240.0159569156735,2.74542895258614,Rockies,Valley,-8.17
-5.064155601672119,407.3548515868939,86.73278398591924,161.96942335065597,14.035256517343036,2801.560305623724,4.098519445394497,Rockies,Ice Cap,-1.95
1.5712366629763694,389.9613763559325,18.32196120466572,117.1588569798979,29.48634635772916,3586.6910126396206,0.996587996548933,Andes,Cirque,-7.6
-4.540120377606055,416.3541803020923,5.950927098429959,118.18708998260823,22.31892199358825,4811.215392996693,3.6974250700336366,Alps,Cirque,-5.5
-7.061518506676458,397.6074160514653,8.3852208482515,284.64474939704576,7.840982705973065,4178.209177686822,3.0637428042953467,Himalayas,Cirque,-1.0
7.32824384460777,410.59932630266326,125.20753417716197,237.85586424516742,24.51506423992238,1160.0525221404973,6.234857261854649,Rockies,Valley,0.44
-1.1288815024326784,412.7737693795819,18.136886302395204,125.42052275414808,33.0865731459325,2329.2396429598384,3.653171520880255,Rockies,Ice Cap,-5.38
0.3376410234396192,423.6065859583865,7.250128979637647,171.3446338617813,25.52879903311275,2882.178739804891,6.775607871157697,Himalayas,Valley,-0.26
-7.1237409310672835,396.9117960088089,65.96603312786539,218.4965987803193,39.884242549863245,2258.0702888364212,7.796967986138643,Rockies,Ice Cap,-8.35
-2.7219136226259133,379.80487844179174,126.67702405533271,267.1143410181297,16.557480666303306,3800.750243321826,6.5623506725751986,Alps,Valley,-3.39
0.5546129485493304,411.83849544753696,39.73005228515064,108.7321857426017,8.449966852158596,4305.076599450324,4.569223422279847,Arctic,Ice Cap,-2.22
-5.754967887111514,428.00511181510853,63.5460363201245,147.32662629400176,42.46262446632024,3925.3803807410864,5.282228993411186,Himalayas,Cirque,-6.99
1.8784900917283598,422.3894635293944,6.468418618280808,277.949798059076,20.12785398112876,4957.333147313101,1.9500301197118808,Andes,Ice Cap,1.4
-3.0031934495940247,412.09659415274626,67.63723786316395,101.8331100367633,28.056222058145334,2090.1905915721163,4.7324412549575205,Himalayas,Valley,-1.43
-1.458468748966384,405.08363814367954,86.85315555525149,140.2798205587775,36.68012504520784,4499.957980097686,3.279123063866334,Alps,Ice Cap,-8.02
-3.0085330611469847,418.0712259663731,85.85060453594565,291.8048351945932,17.97254655502322,4066.490660697945,6.388652762298598,Andes,Piedmont,-1.5
9.261390922544688,400.2645380029553,50.19779048006759,222.68036930443424,33.646581527104445,2448.7150302325845,10.145504778488949,Arctic,Ice Cap,-2.66
-0.06748612368966961,414.7635776935622,47.67221050913876,152.3342733275013,10.416753992713122,3936.4981746278745,5.999643271947619,Rockies,Cirque,-2.48
-5.288554644779502,415.0547015916663,16.440231031021384,113.39821887916952,16.65174988822021,1416.3038256729878,1.017719702090667,Himalayas,Ice Cap,-3.79
4.112724560515945,420.6020990749888,55.33634893661712,105.63826808944444,10.788425445460796,4157.333929362209,4.277539614171254,Andes,Piedmont,-1.64
-6.104218249855111,437.5966003891108,15.374452996508216,148.94901592738546,37.44922233605431,3129.3224103484104,5.24498185074891,Himalayas,Piedmont,-5.3
1.044317975023777,413.92415967178766,115.10609373445172,276.2971639177821,13.905969409071414,2169.1606908370127,5.174714850520528,Arctic,Piedmont,-2.33
-9.798350619398878,404.910363742925,144.95800751335378,183.1827308595019,33.696142216208415,3623.1092071367207,3.5383737487824938,Himalayas,Valley,-8.4
-6.640930244492153,409.7442568780801,145.52613127167268,244.0666738331986,42.731935889826104,3566.479994857636,5.490583485273871,Andes,Piedmont,-9.45
0.9843061793456176,392.3092409511088,129.8281293566214,283.65700707599154,26.11088836275508,1837.9448908783988,2.5149983261612254,Alps,Valley,-5.76
3.6923328999770524,403.0528686891094,90.31842632627306,181.60809232056332,26.60116769042751,1121.5896592461045,3.110182554629866,Andes,Piedmont,-0.27
0.8568414059498525,405.90717561886896,105.27942173796005,138.2554742074794,23.44134272391248,2734.4903476066957,6.291595283207423,Himalayas,Valley,-3.0
-0.5782414119412026,404.75911602065406,43.1382675007219,203.4235861713839,18.035605735745712,3278.047477377685,2.968673538240348,Arctic,Piedmont,0.89
-1.505518477946444,411.5235487203372,94.80017781580679,281.6167374119709,24.026201236996684,4506.421113482394,6.076423210984514,Rockies,Piedmont,-2.41
-7.392609951837137,401.775800676178,68.61960764126168,260.8748828275401,29.112301290670377,4712.8671825903775,2.261072450687884,Rockies,Ice Cap,-5.85
-3.5992210419735433,421.2103066732447,72.56159229665141,113.16596867263075,44.439662886826376,3115.2208726270655,8.529651767583472,Arctic,Piedmont,-8.72
-2.3031938547989377,410.002070649182,113.7875957760861,238.51456001551637,42.51058237272897,4015.2139350741795,3.4514601551918904,Himalayas,Ice Cap,-9.08
5.285611131094578,409.90699678861387,42.646794161789124,214.37950449179075,39.48611833172487,2757.2130893119875,4.552666856393111,Arctic,Piedmont,-4.65
1.718091447842307,406.7210528348708,48.04692194833072,281.4926352692851,40.565221428194334,3984.328626291572,5.661226522180812,Himalayas,Piedmont,-3.71
-8.81520077681367,411.5519068385898,138.7339477737312,124.49628337005944,23.71396733168172,1819.2060997566678,3.8693000949978114,Andes,Ice Cap,-6.48
1.620419846973975,418.25098264667633,8.90553208022035,206.80722264093131,31.29777308709859,2484.2589392141253,5.286811922142609,Alps,Ice Cap,-6.1
-1.9254114020815827,401.328697842891,73.10232761279438,275.8925387023785,40.802668917448564,3536.9119952544593,6.150713449040252,Himalayas,Valley,-6.96
-3.3846100015297935,403.4188351092474,136.96371966097533,182.00475734834862,20.71803059965412,1072.6318624283153,6.921226465006971,Rockies,Cirque,-3.78
3.0583814442043393,406.9627397122334,91.74926966881448,196.39898354657342,43.47049913381875,3889.845241355816,6.582994871945914,Rockies,Ice Cap,-7.42
5.154997612479755,396.54129076526783,82.18785759471375,114.09213553339166,21.63144248276732,4342.1420050726665,4.656379072394652,Alps,Valley,-3.45
4.656400595580993,401.807421402785,37.836754794788604,155.62872808978216,29.043306615728625,2596.5666443758055,4.706736451912795,Himalayas,Piedmont,-5.4
-4.196087616113193,405.23779126455344,51.819685615135015,164.90132983378948,33.39218853089488,2791.7696687086573,9.698217116050065,Alps,Ice Cap,-4.49
-1.546061879256073,418.7438918071273,127.8812381628016,289.0244897489774,43.023680523037534,4405.128848866124,6.899778136498584,Andes,Ice Cap,-6.24
1.6563171570178197,412.62561329001926,84.10311069938449,156.53347210823182,14.784650962090641,4102.618541304133,3.156352687359573,Alps,Piedmont,-0.37
4.877725635611796,411.9358991136754,77.4539579666386,192.1737470539304,34.84523912954569,2152.5979561335,5.199976327531104,Andes,Piedmont,-4.8
-2.3958711892264497,418.5089796216797,15.387167174234325,234.26088471285595,25.83262344576329,2295.9044262461557,4.329713722443615,Rockies,Piedmont,-0.69
-0.9282948833190856,408.62628211600605,2.8962093900409065,132.4366744815755,15.742285624825643,3715.5129295623865,4.729331532153781,Andes,Piedmont,-1.64
-5.531674870030141,413.9046484992889,144.57093570871385,197.2884774283749,36.064273591855624,3252.792369792645,2.541009684583824,Himalayas,Cirque,-11.38
-5.981033120403354,408.96778247067505,56.85943200938283,247.70780789518153,27.08889120695386,1648.9182843859876,4.176153531228094,Himalayas,Ice Cap,-4.69
4.06262911197099,412.6536234939963,90.68035278387589,273.3710426054132,31.43895282598703,2239.719636916666,8.623111546387825,Himalayas,Piedmont,-3.17
6.781200142854114,404.17241342388417,12.417403441499106,225.25185493248534,17.91604274311604,4599.9331075146165,6.158152601751006,Himalayas,Piedmont,-0.74
-0.3600506079016692,385.6118284172357,102.62558571559546,233.81070306338958,24.2509580731042,3752.6977468890536,0.017677183697079712,Arctic,Cirque,-4.24
5.01766448946012,408.65720837813694,139.91872295154116,125.2566945169138,29.69417003952268,4943.897270742078,7.433446984995894,Andes,Ice Cap,-2.71
1.8081801252381706,424.2274813609994,86.56195532311423,289.1552994492694,21.19643257079376,4068.0501199230775,7.1792590458183225,Himalayas,Valley,3.1
-3.2255987730256215,419.2621540224159,19.35424069512388,126.51481549689647,12.934901593908052,4767.89772857436,4.281429391387167,Alps,Ice Cap,-1.04
1.8069780275420697,419.6539748459117,87.46736835728477,254.93458743635966,43.46561969261216,1864.7542954819016,6.43452708756643,Alps,Valley,-6.19
7.690182832329846,422.36130721806217,115.06890835914552,152.96326435566377,25.458701601704696,4085.939499267703,3.2812015783655983,Arctic,Cirque,-3.82
-0.17913019554975768,410.88657590961435,61.25927221781579,286.7186287402503,34.356814811508016,1080.8700805911897,4.059488567467286,Andes,Piedmont,-6.49
7.823218279070031,411.97315707405596,132.03574331724946,243.9919078738959,21.441887742242326,3683.0400868461356,7.997092721339707,Andes,Cirque,-0.41
-13.098725520448722,403.8234810456565,97.47810152692598,250.76274259567379,19.205270561028655,2877.1291124809654,4.4565399202605835,Andes,Ice Cap,-3.78
4.109512521876119,406.8392714397295,134.93771328423577,143.81183461197668,21.286571938685,2387.0402876802746,1.2605366760900178,Arctic,Piedmont,-3.04
0.4352353411908561,416.15771149771143,93.71404403147692,188.60799532703214,21.36786575142599,4449.617409172357,4.873393554437326,Andes,Ice Cap,1.3
-1.4950367523293373,422.0388443716882,20.127551814721222,223.56263891785727,26.767204637678145,4417.070770630123,4.842823214171286,Andes,Valley,-5.3
0.4588038826775115,408.60553724319,46.79891081022577,253.99472364132018,26.738794799254528,1089.2068195945744,7.39673713874692,Himalayas,Ice Cap,-4.83
-9.937844573004464,405.4981073514859,30.668344763742308,120.79187518247792,24.886152635314865,3438.020489797724,5.02867284435152,Andes,Cirque,-4.64
-1.0983594391875597,410.005279588566,136.3695614086709,292.47306329090566,10.391431396697524,2471.3288972838254,4.156835377119415,Himalayas,Cirque,-1.87
1.7855628575587321,416.01206748929116,114.17981005947865,278.04413411091116,24.843019140021244,2662.6440060017967,7.090112290462412,Himalayas,Cirque,0.36
7.389470223707581,395.5614518386646,101.6215561520459,154.06971809911687,11.76415601682606,4328.162956875104,5.241580465002221,Andes,Piedmont,-1.69
-2.591351091368237,387.0381904686276,45.494464784927445,264.5520486064664,10.045431451830606,2239.359086110713,3.4999546368685657,Alps,Ice Cap,-4.9
-4.042468014465938,404.49463150508416,28.014693421506923,203.6647846079647,42.30582869364671,4772.1952425504805,7.309995121083235,Rockies,Piedmont,-7.14
-2.5087852179226826,397.7928757408584,113.58943765434232,192.36129631240374,29.19800052590817,1718.5353054885632,5.387323529033599,Alps,Ice Cap,-7.7
4.577010588510371,404.9185980235269,71.38661290892242,162.88682116228108,31.37960232498337,3650.889693472711,5.005851933358875,Andes,Valley,-4.4
1.6437555482984223,408.52219681182527,34.25553804651906,216.1937173263185,21.07174681333455,3688.420268055059,5.355816782823309,Andes,Ice Cap,-1.4
-2.648801018835194,405.4675159097699,92.68498573570862,245.97782354071956,41.359235676594565,2008.7806457116728,2.858663257166806,Alps,Ice Cap,-8.47
2.5663371655667806,424.5246753447075,6.5299108946985704,182.18658099255165,30.51721958318662,2299.002435868808,3.9446924476433254,Andes,Ice Cap,-3.45
0.4853877467402019,413.2674476460232,49.2624529921739,225.84383860165843,35.7667947809435,4339.193970319762,5.007165203665567,Himalayas,Ice Cap,-7.47
4.843224952664446,413.00474359610826,70.54927069137463,239.86258423106074,19.742498761108553,4047.22101981981,4.61067260995064,Arctic,Valley,2.32
-3.510265469386762,416.22207144043404,22.619770949356173,242.22436340305717,43.40047523276502,2316.3835212590384,7.544856765633191,Andes,Piedmont,-3.84
-1.6383107329888411,398.6116688221923,147.7058443998305,110.39321962623605,37.8184516063326,3135.8261877397354,5.434811705454007,Andes,Cirque,-6.98
-1.960540765660788,420.3911178742027,31.76005600614733,271.94956113701335,39.157938520581745,1246.7211850123817,6.709807845272805,Alps,Ice Cap,-5.83
-7.317574740660593,409.2423571346454,19.9877929414682,191.6506629530096,11.88777069703017,1834.983529594517,5.018790709151699,Himalayas,Cirque,-3.31
1.4806013853228803,416.70480617241213,30.92846364609101,152.4832163392429,15.83852831484878,2943.2822354415966,7.112576967492246,Alps,Cirque,1.4
1.3052763608994467,399.28142766959843,115.47463940737877,148.35290149593632,16.425063987343083,1343.8949411168464,5.795055513146308,Alps,Cirque,-0.17
0.025567283212304448,394.4624123398394,64.11309606114051,196.6028225687901,15.836368929874848,4373.32941956775,5.02684097077692,Andes,Cirque,-4.21
-1.1729356668757345,418.1788965802503,85.02968299300443,277.3663078937918,39.21632648417152,3872.0248404305917,4.973433822081961,Himalayas,Ice Cap,-3.51
-7.076853710252071,413.7640952609752,3.6408689694609313,175.6695163365294,6.275391808343684,4774.53468259398,3.0911227474180736,Andes,Cirque,-0.44
-2.103226613826795,400.97948445642487,5.647480631710526,249.94514935670867,8.043999559230972,3773.867623856109,6.013831440272622,Andes,Ice Cap,0.76
-1.7135725826338475,401.30336918725305,67.15091969913891,119.36374619744372,15.956594825196149,4761.605489048742,4.919590530927242,Andes,Valley,-6.35
-4.011386346108095,421.2543478441477,122.58995885864272,195.21134043021237,12.994918985977746,3218.05022276386,3.9960160796375908,Andes,Piedmont,-1.98
-0.8064285583300457,398.10588107132673,132.843212366781,298.3372280785471,14.274384555313935,3400.8744442478774,7.212923541624143,Arctic,Piedmont,-2.63
2.020254284072692,426.42672953255965,13.462631855548212,254.0875605584674,36.917727570132,4907.8842185050435,2.4995679482103976,Rockies,Ice Cap,-4.69
9.430929506052651,400.9937926535213,80.9852837641029,142.1056976881226,27.525063755681877,3568.5165874570416,4.155008209135132,Himalayas,Ice Cap,1.71
0.8728890641591948,416.38391925608386,137.02783809875095,200.28829473958214,5.23082645171872,1123.1462754429863,7.055437497559067,Arctic,Piedmont,0.98
1.2877519536138218,406.7138152425102,58.50192678248401,146.72495272971332,22.17291062816781,3895.211106522093,5.631045881840507,Rockies,Cirque,-1.85
-0.37222957883083607,416.0318743108234,124.5200917985411,181.91218545250183,21.315397074014356,4621.874768549663,4.904282144694485,Rockies,Ice Cap,-1.93
-9.593856076495207,404.5588599788581,20.48750033271571,256.016804746993,9.557810777781741,4182.3209991773065,5.502007086300293,Rockies,Cirque,-4.19
-0.1325693772460844,408.3720709392771,140.3414762053359,254.24496305808074,32.04567154405829,3335.3330905016905,5.3588283420976826,Arctic,Ice Cap,-6.28
0.3011510497051322,410.4091917539572,112.83778597092974,145.62007558047702,33.08388753517964,3685.2140523740654,1.9666749074281573,Himalayas,Ice Cap,-1.14
12.31621056242643,399.9781254421853,141.2294917216418,284.44466363097206,33.8357287620839,4960.767157006687,4.301476229304077,Alps,Valley,-2.91
-0.9618048239056126,417.4082434542013,101.65427641609972,218.51363655296535,34.13883782234368,1362.6483540373533,8.233043309027497,Rockies,Valley,-2.54
1.5077367116680622,404.86786433528414,54.82888783391434,175.9848581924029,5.002113077291872,3668.979314532958,3.681351730445665,Alps,Piedmont,0.37
-0.17355884852621656,407.7140008465998,140.758085292446,200.3871161561721,43.15683215386889,2133.590778282375,4.363397971791332,Alps,Valley,-8.2
-5.84339018809766,400.0565062539149,41.69723305822218,221.01425068754872,37.56835068218652,3560.3615863446803,3.916758473381625,Andes,Valley,-8.5
5.714114072575103,384.3766634120469,50.159792048229015,211.97810636915708,41.159267863571415,3430.494303535755,4.825969553363725,Alps,Piedmont,-6.83
3.759665163433871,408.0897223739983,105.27085849126017,197.28100710723564,5.625731812297365,1613.8273284326483,3.8337543373514036,Andes,Cirque,0.47
3.9551597352152346,434.1261542161292,114.91478677904524,200.98656081788002,42.354351831429575,1826.9865829609566,5.97348300431612,Himalayas,Valley,-4.59
-4.546937273973695,417.84604287898026,139.4458208354485,135.28238208557724,37.39154114752419,3486.518312172854,5.394626824580533,Himalayas,Cirque,-5.54
7.013971554680496,409.80739620265604,31.11796015390332,262.5465808609359,38.48876571834794,1512.9197892150964,6.547095230214036,Andes,Piedmont,-3.41
-7.009255313961404,407.37109170791734,119.80070626527399,208.35206398820307,8.731495388878741,2060.7235005212915,2.898117667622079,Himalayas,Ice Cap,-3.92
2.9342854690013516,410.22465892812045,110.91263498284603,126.21597234094062,34.5511211567439,4340.98219095201,4.319319034234193,Rockies,Cirque,-6.48
10.952278129049892,415.4711911517521,10.037286159912881,253.23142031655559,43.39666758568364,2308.3660240065547,4.5485547367757295,Himalayas,Piedmont,-2.43
-4.952681625653442,398.19187184691157,58.38985961092594,286.48879567547016,32.141893656726424,2952.2406250786516,5.91129382017719,Andes,Cirque,-11.06
-2.8314886480138597,421.1432169466887,42.773435830484736,289.46137984739244,27.822456184984258,4764.561340583361,3.413557605585931,Rockies,Piedmont,-4.28
0.4982568254382061,417.15381315441243,46.021318440927544,173.80354648223454,42.82518710995988,1908.596355347785,6.831307608516688,Alps,Piedmont,-5.58
-2.517378270580996,417.18185725707934,147.45055849342776,127.10337471215081,22.71748486937744,2558.5040694320414,7.372831181035218,Alps,Ice Cap,0.69
-7.753317155330663,414.3847573880973,96.59522331524921,203.67992532661304,28.97174265241915,3425.8311021741824,3.0222553047288323,Alps,Cirque,-6.22
0.34281487403013666,410.1961665769399,107.79258559012818,122.52184586984413,24.053531739774648,4021.3557180158887,4.018254210212868,Andes,Ice Cap,-3.91
-5.311518568630524,416.7286123596682,146.50433677859388,286.79748370252344,42.313848854411965,4606.61354685082,3.9361369834158153,Alps,Ice Cap,-7.22
2.367962153175908,415.9181413374138,56.89166647741698,136.7159254710292,8.04338907062029,4661.891950294061,10.264772409354997,Himalayas,Cirque,0.26
-4.597121171169015,406.45959289058976,120.37510518369449,150.5531719902328,25.044788033013926,4106.560297490492,4.140199789584226,Alps,Cirque,-5.75
7.749672025087698,404.263982271031,65.46237901402206,181.3273053769941,32.47809765541753,1913.3233463732417,8.35525088431227,Arctic,Piedmont,-2.67
-3.9162664616811855,411.01856295261985,130.49528393633946,176.63289371182515,36.67626153688948,1099.2373201702633,2.4667360097867808,Arctic,Cirque,-5.69
-1.610307581028378,425.4902015149519,27.508302426039826,258.93257847957784,28.320745897765455,2535.0957214224954,3.0206980676712734,Alps,Piedmont,-4.38
4.067586086848348,397.608929243461,142.1790834711098,191.26336411019247,41.35670976485816,1566.1954039512934,3.6267909363035984,Alps,Piedmont,-6.73
-6.154321582169776,395.3247473424756,33.20637040742651,134.15365200066736,42.67965787535487,3841.5505897531925,3.308621377106955,Arctic,Piedmont,-14.09
1.137299673020647,411.6476084123652,49.26996579364926,153.4419790972148,7.572768927743341,3644.5223473028673,4.464202531683003,Alps,Piedmont,1.52
6.535713771412141,410.50887701856016,113.55073899896368,201.8226770375044,21.094821581654976,1175.8865664858195,3.5824435945570037,Rockies,Piedmont,-1.07
-8.037416172806138,411.73341664370406,59.3663936640283,129.49078348522698,5.9383608688461775,4346.3751165238045,3.361316814530853,Arctic,Piedmont,1.66
0.923169292661521,412.439531979085,91.42760082658377,222.33113512920283,18.176666294977718,1994.9730651647292,7.316943992946655,Andes,Cirque,-0.45
1.2994139712421178,407.76797745365195,66.96373840987957,213.14946131022919,26.474728718824085,2728.908301964169,7.44758724502633,Arctic,Cirque,-4.93
3.909114358886552,424.89863438602083,111.48430559492239,242.94046327645154,41.431797220397954,3671.7349418229696,6.898592996750631,Himalayas,Valley,-5.94
-6.18475355439041,393.99096021523485,34.63552222910732,287.54092307587354,38.862172898616116,2717.6751474090133,6.047997911168656,Rockies,Cirque,-8.01
-6.602283065421382,401.71502975219755,9.239469091913113,282.45091222023115,10.099989066879429,2765.1512111997736,5.185486131559105,Andes,Ice Cap,0.57
2.6097078280844883,408.9674523985095,45.3394449222234,289.2151236137663,8.721214989635829,1262.5119813429615,4.005938618668183,Alps,Valley,3.69
1.4849233661659302,393.5681118884583,71.40914539783033,148.94311940474017,28.570693550266682,2605.774197040015,3.093684990489816,Himalayas,Cirque,-7.93
1.2524642517293827,408.24145595567927,25.618997802805445,126.31306132787093,26.284718898351308,4059.391572879934,5.725991406865375,Himalayas,Ice Cap,-3.09
1.7322410474848784,426.6147016572802,53.54219480363011,160.45534009928969,15.655105657200954,4660.705348746391,2.652739214906404,Rockies,Cirque,2.58
-3.400123607892454,410.20886488295963,60.297461234888495,279.01703455326293,40.978123382153406,2653.9885482534874,3.0121581416492136,Andes,Piedmont,-10.29
1.1612684858050177,412.30700905718686,9.080080631396894,294.4106949246976,42.09465637846214,2694.3433075163157,7.305826512409619,Himalayas,Valley,-3.73
1.4653623664934061,397.3983523482742,87.70443360353858,271.8649902140952,21.104457533606507,3810.5084252946085,8.801298083444173,Andes,Piedmont,-4.35
-3.571757090131839,403.8363859196052,132.7093424817075,122.00354422550872,40.61210228454081,4771.088004421106,5.786590276332961,Andes,Valley,-8.72
9.328872555723782,406.2480361967606,23.185565486481337,289.4855996119586,20.357955770518906,2068.243760957441,7.2129143045892885,Himalayas,Valley,0.96
2.3691646045589376,406.82284903243766,89.87229800352634,184.6716054701572,34.47267327318801,2760.5768261517474,4.508303365112034,Andes,Piedmont,-2.78
-5.956517486013243,422.8164379500377,99.87851113417152,101.86205815247074,24.037688701908966,4183.892974209204,2.3246516278246316,Rockies,Valley,-1.07
3.2827680431691486,415.57691060725125,63.19053472268361,188.4787481496387,9.903326260287319,3438.774277496154,6.224343237237168,Himalayas,Valley,0.65
-4.873408351136607,398.88542043062967,105.31408931095837,109.21383393509352,42.11736804948086,1442.345375855819,6.138578646540128,Rockies,Cirque,-10.25
3.9354230187122603,412.46504778432006,61.9043657519063,208.7755842322235,23.163863735101465,3510.930942249063,5.143337107760488,Rockies,Ice Cap,-2.65
5.79297789503702,414.98221748496786,75.94327455262652,167.71080548741025,34.37948161289614,1746.9851383893076,4.515249083789778,Andes,Piedmont,-1.46
-4.103411591758553,421.40149038521264,1.5992801608868334,194.68698671880975,19.686952577251688,3040.8637363136168,6.924421157162196,Andes,Cirque,-0.2
4.816880646221609,425.8054068656837,103.91215706313598,222.6340721486234,5.755235143049386,3116.413070641754,3.0285339331450514,Himalayas,Cirque,5.14
2.0639046346824914,399.8490580817213,99.3707305022363,273.76021916356405,9.021214347673435,4504.813448899939,3.4524388422186845,Alps,Piedmont,-0.13
4.11030079997245,401.8914248878966,6.240931160288512,232.38031529438572,24.848779179596974,2849.9770960497526,2.983786986479144,Himalayas,Valley,-2.31
9.483964913269737,397.4242214108538,55.5533910555724,186.80977369563612,32.5985742850545,2117.769688943577,5.169945925271654,Rockies,Piedmont,-3.7
-1.2269405800143525,407.6598014089302,146.86526019835426,263.885570734073,18.389413063171162,1923.8653928641263,2.8242139757814835,Andes,Ice Cap,-2.97
-3.7686808217874477,414.6635837444633,63.40011610400821,281.1164275146265,32.81953836710601,4497.007506737345,3.631515638969513,Rockies,Ice Cap,-3.96
-4.447572148127616,419.873345165891,75.54083806721033,123.95199328643945,32.94542357727824,1684.0434176729136,3.588488875545604,Arctic,Piedmont,-4.95
-4.079051424827192,409.2404897635748,136.53455864487793,206.3865955105583,33.157436293113236,2703.474243532575,4.478783335332084,Arctic,Cirque,-7.26
-0.385508547070521,406.80152476745155,107.73065044193058,156.90239194848883,24.700874160820337,1748.692459707788,2.0252511071920463,Rockies,Piedmont,-1.83
1.7057598740832194,411.5175799224874,87.51948460307142,109.41223957538948,41.59544600486016,4093.2161604575012,5.174409984074534,Alps,Ice Cap,-7.39
1.3834539966500952,401.64857098369976,119.77179986049035,233.70933902279708,24.567860719224623,2897.490559898476,7.4946073013293555,Alps,Piedmont,-3.09
4.135916245180119,430.8953872169477,129.722756835168,272.5541554918451,23.010607739865527,2404.5747622272484,5.270982744633524,Himalayas,Valley,-1.94
0.06500945938953509,393.9233897288194,68.80476672472139,132.5805308954788,12.97523276042508,2444.398562505867,8.082642289602642,Himalayas,Piedmont,-4.19
7.267670385786584,411.84740578895725,71.52870055730939,262.4827315247801,17.30620349425346,4408.856826891917,7.66799637175385,Himalayas,Cirque,0.88
-1.3232841661897803,430.2360621922964,58.21461487994945,270.6791467073883,6.693379700732134,3215.0958171777525,6.555470094495709,Andes,Valley,0.8
13.600845832948094,410.0679984456,145.02256793275984,282.8680885332967,30.34141174464681,3871.4714045250544,5.149371685273771,Alps,Ice Cap,-0.69
3.128336738825031,408.09960964998504,104.72635501640738,153.0570178172105,14.941429757083714,4588.154065002738,5.0450007764908795,Rockies,Piedmont,1.69
-4.285787782081413,406.4255457718957,12.941848398106808,280.7906130379779,17.166210179418606,4606.966704162568,6.52759954472652,Arctic,Cirque,-3.48
-5.354462490305561,408.1960831823759,129.51246368529627,164.13255094728646,35.83258086657285,2314.0362173514527,4.216658780991935,Alps,Cirque,-5.6
2.4123620762159264,423.7284847467653,72.34371115502208,210.46760269110058,18.088847326458154,4809.8050525855415,1.2349584970650724,Alps,Ice Cap,-1.88
-1.1173139266292544,387.88138088670496,10.778709010161876,110.10149416645643,14.687835680525687,1099.5035280584218,5.98400810820592,Alps,Piedmont,-2.68
3.57000247046046,425.33433701296326,82.682729646915,108.77621767374872,11.76230996534823,2507.3422440646627,2.7378627401300575,Himalayas,Cirque,-0.44
2.366188122867724,395.76042847549854,62.86605970686746,244.07464254644057,35.994336087278235,4583.195430035366,3.0757175436192306,Andes,Valley,-6.97
-0.36414456328436384,407.33347670765585,131.72353602696242,188.8959955955582,10.188250319601075,2098.5475192679314,5.000447895991576,Rockies,Piedmont,0.44
-4.233968590342025,405.70755579701336,30.997193239603412,151.2584750738435,23.15015041001414,2092.3258012852734,4.809750244893061,Himalayas,Ice Cap,-4.7
